client,round,loss
1,0,0.694
1,1,0.507
1,2,0.403
1,3,0.335
1,4,0.27
1,5,0.239
1,6,0.217
1,7,0.172
1,8,0.152
1,9,0.145
1,10,0.128
1,11,0.112
1,12,0.093
1,13,0.09
1,14,0.079
1,15,0.079
1,16,0.065
1,17,0.061
1,18,0.051
1,19,0.054
1,20,0.049
1,21,0.045
1,22,0.043
1,23,0.036
1,24,0.039
1,25,0.032
1,26,0.035
1,27,0.033
1,28,0.033
1,29,0.028
1,30,0.027
1,31,0.024
1,32,0.028
1,33,0.021
1,34,0.023
1,35,0.022
1,36,0.024
1,37,0.02
1,38,0.019
1,39,0.022
1,40,0.019
1,41,0.016
1,42,0.017
1,43,0.016
1,44,0.018
1,45,0.017
1,46,0.016
1,47,0.015
1,48,0.013
1,49,0.015
