timestamp,dataset,rank1,rank5,mAP
2025-07-02 20:45:33,client_5,0.5600,0.6800,0.3111
2025-07-02 21:36:53,client_5,0.7000,0.7800,0.4899
2025-07-02 22:34:47,client_5,0.7400,0.8000,0.5665
2025-07-02 23:29:46,client_5,0.7000,0.8400,0.5643
2025-07-03 00:21:29,client_5,0.7200,0.8600,0.5850
2025-07-03 01:17:13,client_5,0.7000,0.8600,0.5950
2025-07-03 02:13:36,client_5,0.7000,0.8600,0.5952
2025-07-03 03:05:01,client_5,0.7200,0.8400,0.6243
2025-07-03 03:59:52,client_5,0.7000,0.8600,0.6192
2025-07-03 04:54:59,client_5,0.7000,0.8600,0.6243
2025-07-03 05:52:06,client_5,0.7000,0.8600,0.6228
