round,cosine_ensemble_sim
1.0000,0.1896
2.0000,0.1513
3.0000,0.3785
4.0000,0.2836
5.0000,0.3873
6.0000,0.4135
7.0000,0.2897
8.0000,0.4041
9.0000,0.2714
10.0000,0.1835
11.0000,0.1718
12.0000,0.2330
13.0000,0.3984
14.0000,0.5012
15.0000,0.6034
16.0000,0.5479
17.0000,0.4284
18.0000,0.3080
19.0000,0.2462
20.0000,0.2418
21.0000,0.1994
22.0000,0.1893
23.0000,0.1007
24.0000,0.1202
25.0000,0.1758
26.0000,0.3328
27.0000,0.3389
28.0000,0.2019
29.0000,0.1324
30.0000,0.0622
31.0000,0.0837
32.0000,0.1076
33.0000,0.2785
34.0000,0.4319
35.0000,0.5760
36.0000,0.5940
37.0000,0.5960
38.0000,0.5911
39.0000,0.5018
40.0000,0.3493
41.0000,0.1877
42.0000,0.0584
43.0000,0.0891
44.0000,0.0862
45.0000,0.2363
46.0000,0.2375
47.0000,0.0935
48.0000,0.2220
49.0000,0.2471
50.0000,0.4036
51.0000,0.5701
52.0000,0.4521
53.0000,0.2611
54.0000,0.1040
55.0000,0.0364
56.0000,0.0813
57.0000,0.1328
58.0000,0.1534
59.0000,0.1726
60.0000,0.0815
61.0000,0.0502
62.0000,0.0357
63.0000,0.0774
64.0000,0.1236
65.0000,0.1238
66.0000,0.1213
67.0000,0.0623
68.0000,0.0449
69.0000,0.0449
70.0000,0.0802
71.0000,0.2359
72.0000,0.4097
73.0000,0.4098
74.0000,0.4135
75.0000,0.4102
76.0000,0.2915
77.0000,0.3038
78.0000,0.1815
79.0000,0.1157
80.0000,0.0884
81.0000,0.0792
82.0000,0.0694
83.0000,0.1898
84.0000,0.3428
85.0000,0.3640
86.0000,0.2236
87.0000,0.2061
88.0000,0.2120
89.0000,0.2162
90.0000,0.3590
91.0000,0.2694
92.0000,0.2464
93.0000,0.4170
94.0000,0.2627
95.0000,0.2109
96.0000,0.0728
97.0000,0.0279
98.0000,0.0349
99.0000,0.0505
